Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_lag1,PT08.S1(CO)_lag1,C6H6(GT)_lag1,PT08.S2(NMHC)_lag1,NOx(GT)_lag1,PT08.S3(NOx)_lag1,NO2(GT)_lag1,PT08.S4(NO2)_lag1,PT08.S5(O3)_lag1,T_lag1,RH_lag1,AH_lag1,CO(GT)_rolling_mean,CO(GT)_rolling_std,PT08.S1(CO)_rolling_mean,PT08.S1(CO)_rolling_std,C6H6(GT)_rolling_mean,C6H6(GT)_rolling_std,PT08.S2(NMHC)_rolling_mean,PT08.S2(NMHC)_rolling_std,NOx(GT)_rolling_mean,NOx(GT)_rolling_std,PT08.S3(NOx)_rolling_mean,PT08.S3(NOx)_rolling_std,NO2(GT)_rolling_mean,NO2(GT)_rolling_std,PT08.S4(NO2)_rolling_mean,PT08.S4(NO2)_rolling_std,PT08.S5(O3)_rolling_mean,PT08.S5(O3)_rolling_std,T_rolling_mean,T_rolling_std,RH_rolling_mean,RH_rolling_std,AH_rolling_mean,AH_rolling_std,CO(GT)_ma_forecast,PT08.S1(CO)_ma_forecast,C6H6(GT)_ma_forecast,PT08.S2(NMHC)_ma_forecast,NOx(GT)_ma_forecast,PT08.S3(NOx)_ma_forecast,NO2(GT)_ma_forecast,PT08.S4(NO2)_ma_forecast,PT08.S5(O3)_ma_forecast,T_ma_forecast,RH_ma_forecast,AH_ma_forecast,CO(GT)_lag2,CO(GT)_lag3,PT08.S1(CO)_lag2,PT08.S1(CO)_lag3,C6H6(GT)_lag2,C6H6(GT)_lag3,PT08.S2(NMHC)_lag2,PT08.S2(NMHC)_lag3,NOx(GT)_lag2,NOx(GT)_lag3,PT08.S3(NOx)_lag2,PT08.S3(NOx)_lag3,NO2(GT)_lag2,NO2(GT)_lag3,PT08.S4(NO2)_lag2,PT08.S4(NO2)_lag3,PT08.S5(O3)_lag2,PT08.S5(O3)_lag3,T_lag2,T_lag3,RH_lag2,RH_lag3,AH_lag2,AH_lag3
2004-03-11,22:00:00,1.5,964.5,4.707071919244755,748.5,94.0,1325.25,85.0,1332.5,821.0,8.1750001907349,63.39999961853,0.6904844466414399,3.9,1312.75,12.779368248758171,1076.25,240.0,957.25,136.0,1706.5,1284.75,9.125,63.974999427795,0.7419242244892506,2.1041666666666665,1.4921473195326276,1251.6354166666667,190.07680054169336,8.076361660529267,7.082131865461524,856.84375,267.4529297524187,142.0,101.3148343144967,1198.0208333333333,238.86186392187395,100.0,38.70063475493371,1528.5625,310.49643148898065,901.59375,349.8701141953471,9.955208331346508,0.9669533664489988,64.00104149182633,7.188239534554777,0.780727254142235,0.049218200534429775,2.1083333333333334,1264.4583333333333,8.151826316772159,860.46875,143.54166666666666,1193.0104166666667,101.29166666666667,1535.125,913.6354166666666,10.079166660706179,63.84166653951004,0.7848234951932899,5.6,5.6,1640.0,1673.0,24.017756935949226,27.359807493586764,1404.0,1487.75,351.0,383.0,742.75,702.25,165.0,172.0,2191.25,2332.5,1653.75,1704.0,9.6499998569489,9.6500000953674,67.75,69.300001144409,0.8133139353625914,0.8319211444100879
2004-03-11,23:00:00,1.0,912.75,2.6457215096105893,629.25,47.0,1436.3125,53.0,1252.25,551.75,8.2499998807907,60.824998855591,0.6657443604063102,1.5,964.5,4.707071919244755,748.5,94.0,1325.25,85.0,1332.5,821.0,8.1750001907349,63.39999961853,0.6904844466414399,2.095833333333333,1.4979635935283044,1239.7916666666667,202.10448044141123,7.989057874993094,7.137731892709264,851.8020833333334,270.67076482371283,140.25,102.62436781566656,1202.1796875,242.22304704942695,98.20833333333333,39.871510114875015,1522.6979166666667,314.4720038272456,885.03125,356.854931191599,9.833333318432162,0.99057146276607,64.06979143619533,7.147852367675878,0.7757677831450086,0.054505809504801064,2.1041666666666665,1251.6354166666667,8.076361660529267,856.84375,142.0,1198.0208333333333,100.0,1528.5625,901.59375,9.955208331346508,64.00104149182633,0.780727254142235,3.9,5.6,1312.75,1640.0,12.779368248758171,24.017756935949226,1076.25,1404.0,240.0,351.0,957.25,742.75,136.0,165.0,1706.5,2191.25,1284.75,1653.75,9.125,9.6499998569489,63.974999427795,67.75,0.7419242244892506,0.8133139353625914
2004-03-12,00:00:00,1.7,1080.25,5.85480151426304,805.0,122.0,1253.5,97.0,1375.0,815.5,8.3250002861023,58.525000572205,0.6437636096330573,1.0,912.75,2.6457215096105893,629.25,47.0,1436.3125,53.0,1252.25,551.75,8.2499998807907,60.824998855591,0.6657443604063102,2.1166666666666667,1.488409325031451,1235.4270833333333,204.4565766479559,8.081991305179157,7.092811753112021,856.6145833333334,268.67904502324234,142.75,101.35827543915693,1194.5625,237.3659060808126,99.04166666666667,39.617167081156026,1524.4583333333333,313.47913274517435,888.4895833333334,355.71281374872655,9.708333338300383,0.9834131260944761,64.14270814259847,7.07879369350159,0.7709116027428721,0.06077419153525458,2.095833333333333,1239.7916666666667,7.989057874993094,851.8020833333334,140.25,1202.1796875,98.20833333333333,1522.6979166666667,885.03125,9.833333318432162,64.06979143619533,0.7757677831450086,1.5,3.9,964.5,1312.75,4.707071919244755,12.779368248758171,748.5,1076.25,94.0,240.0,1325.25,957.25,85.0,136.0,1332.5,1706.5,821.0,1284.75,8.1750001907349,9.125,63.39999961853,63.974999427795,0.6904844466414399,0.7419242244892506
2004-03-12,01:00:00,1.9,1043.75,6.37429750967153,829.0,133.0,1247.25,110.0,1378.25,831.5,7.7250001430511,59.674999237061,0.6307660602738635,1.7,1080.25,5.85480151426304,805.0,122.0,1253.5,97.0,1375.0,815.5,8.3250002861023,58.525000572205,0.6437636096330573,2.154166666666667,1.4702792301099654,1231.5729166666667,207.26005612523664,8.208975493429604,7.030986421172012,863.15625,265.8854650083705,145.70833333333334,99.9249627891139,1186.6848958333333,232.0722093508349,100.45833333333333,39.36449422762983,1526.3541666666667,312.40507181370714,892.7395833333334,354.33732147034044,9.585416679581012,1.040064666931207,64.12916644414267,7.087368907203148,0.7651002528449896,0.06717283070465786,2.1166666666666667,1235.4270833333333,8.081991305179157,856.6145833333334,142.75,1194.5625,99.04166666666667,1524.4583333333333,888.4895833333334,9.708333338300383,64.14270814259847,0.7709116027428721,1.0,1.5,912.75,964.5,2.6457215096105893,4.707071919244755,629.25,748.5,47.0,94.0,1436.3125,1325.25,53.0,85.0,1252.25,1332.5,551.75,821.0,8.2499998807907,8.1750001907349,60.824998855591,63.39999961853,0.6657443604063102,0.6904844466414399
2004-03-12,02:00:00,1.4,987.75,4.132341795103469,718.0,82.0,1395.5,91.0,1303.5,691.5,7.125,61.799999237061,0.6275973687868803,1.9,1043.75,6.37429750967153,829.0,133.0,1247.25,110.0,1378.25,831.5,7.7250001430511,59.674999237061,0.6307660602738635,2.1750000000000003,1.45520056887433,1227.1458333333333,211.4193997498331,8.283680726763636,6.975213838973856,867.71875,262.2401644910303,147.25,98.58002708018718,1184.984375,230.30633121789955,101.75,38.47783099735314,1527.5,311.4960133040996,895.7395833333334,352.2218335019438,9.438541675607388,1.128339906911158,64.21770811080934,7.042435404912525,0.7593826963075214,0.0728019183492768,2.154166666666667,1231.5729166666667,8.208975493429604,863.15625,145.70833333333334,1186.6848958333333,100.45833333333333,1526.3541666666667,892.7395833333334,9.585416679581012,64.12916644414267,0.7651002528449896,1.7,1.0,1080.25,912.75,5.85480151426304,2.6457215096105893,805.0,629.25,122.0,47.0,1253.5,1436.3125,97.0,53.0,1375.0,1252.25,815.5,551.75,8.3250002861023,8.2499998807907,58.525000572205,60.824998855591,0.6437636096330573,0.6657443604063102
2004-03-12,03:00:00,0.8,888.75,1.8694446351370275,574.25,82.0,1436.3125,91.0,1187.0,512.0,6.9750000238419,62.27499961853,0.6261075278097894,1.4,987.75,4.132341795103469,718.0,82.0,1395.5,91.0,1303.5,691.5,7.125,61.799999237061,0.6275973687868803,2.183333333333333,1.4463346977691622,1222.1041666666667,218.16412744450727,8.290880159158874,6.968205127119635,868.28125,261.5667085137507,148.79166666666666,97.1909725485219,1184.984375,230.30633121789955,103.04166666666667,37.523881284678794,1525.5104166666667,313.5925984801905,896.1875,351.70480960291985,9.302083333333341,1.2202306110935723,64.30416639645897,7.0035964706758955,0.7541514614316505,0.07772542287755026,2.1750000000000003,1227.1458333333333,8.283680726763636,867.71875,147.25,1184.984375,101.75,1527.5,895.7395833333334,9.438541675607388,64.21770811080934,0.7593826963075214,1.9,1.7,1043.75,1080.25,6.37429750967153,5.85480151426304,829.0,805.0,133.0,122.0,1247.25,1253.5,110.0,97.0,1378.25,1375.0,831.5,815.5,7.7250001430511,8.3250002861023,59.674999237061,58.525000572205,0.6307660602738635,0.6437636096330573
2004-03-12,04:00:00,0.8,831.0,1.0682926116418547,505.75,21.0,1436.3125,32.0,1133.75,384.0,6.1000000238419,65.900001525879,0.6247536319724682,0.8,888.75,1.8694446351370275,574.25,82.0,1436.3125,91.0,1187.0,512.0,6.9750000238419,62.27499961853,0.6261075278097894,2.191666666666667,1.4373637301510092,1214.6041666666667,228.5822076060558,8.28149152808678,6.978187456797912,867.40625,262.79114095339474,148.79166666666666,97.1909725485219,1184.984375,230.30633121789955,102.95833333333333,37.68574770002773,1522.8854166666667,316.71237447823995,893.6354166666666,355.3228398779753,9.136458332339922,1.3711899149920934,64.53020815054579,6.962059459639164,0.7490789245917848,0.08209649297491411,2.183333333333333,1222.1041666666667,8.290880159158874,868.28125,148.79166666666666,1184.984375,103.04166666666667,1525.5104166666667,896.1875,9.302083333333341,64.30416639645897,0.7541514614316505,1.4,1.9,987.75,1043.75,4.132341795103469,6.37429750967153,718.0,829.0,82.0,133.0,1395.5,1247.25,91.0,110.0,1303.5,1378.25,691.5,831.5,7.125,7.7250001430511,61.799999237061,59.674999237061,0.6275973687868803,0.6307660602738635
2004-03-12,05:00:00,0.6,847.25,1.0224145989759525,501.25,30.0,1436.3125,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211022999,0.8,831.0,1.0682926116418547,505.75,21.0,1436.3125,32.0,1133.75,384.0,6.1000000238419,65.900001525879,0.6247536319724682,2.1875,1.442013236386214,1205.4895833333333,238.89401505741753,8.276865862577951,6.9831667573041925,866.9583333333334,263.4316352476965,149.375,96.39809329703752,1184.984375,230.30633121789955,103.625,36.42241605528591,1521.75,318.03367506957636,892.4791666666666,356.96650613695283,8.939583341280633,1.4299383383422541,64.89687482515974,6.730779163566567,0.7443590379635205,0.08601051040498885,2.191666666666667,1214.6041666666667,8.28149152808678,867.40625,148.79166666666666,1184.984375,102.95833333333333,1522.8854166666667,893.6354166666666,9.136458332339922,64.53020815054579,0.7490789245917848,0.8,1.4,888.75,987.75,1.8694446351370275,4.132341795103469,574.25,718.0,82.0,82.0,1436.3125,1395.5,91.0,91.0,1187.0,1303.5,512.0,691.5,6.9750000238419,7.125,62.27499961853,61.799999237061,0.6261075278097894,0.6275973687868803
2004-03-12,06:00:00,0.8,927.0,1.8304312258349797,571.25,56.0,1436.3125,71.0,1222.75,486.5,6.75,62.949999809265,0.6234275392144519,0.6,847.25,1.0224145989759525,501.25,30.0,1436.3125,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211022999,2.191666666666667,1.4376661844708647,1200.2916666666667,243.69351816800844,8.286310168665707,6.973896531839273,867.7083333333334,262.52372218552927,150.29166666666666,95.35219801696586,1184.984375,230.30633121789955,104.58333333333333,35.176470231832745,1521.8125,317.9721946587263,893.1041666666666,356.20971104498767,8.785416672627134,1.4591710553787063,65.09791648387913,6.590308876890996,0.7396978903047592,0.08948413089178946,2.1875,1205.4895833333333,8.276865862577951,866.9583333333334,149.375,1184.984375,103.625,1521.75,892.4791666666666,8.939583341280633,64.89687482515974,0.7443590379635205,0.8,0.8,831.0,888.75,1.0682926116418547,1.8694446351370275,505.75,574.25,21.0,82.0,1436.3125,1436.3125,32.0,91.0,1133.75,1187.0,384.0,512.0,6.1000000238419,6.9750000238419,65.900001525879,62.27499961853,0.6247536319724682,0.6261075278097894
2004-03-12,07:00:00,1.4,1090.5,4.359340996864498,730.25,109.0,1387.0,104.0,1360.75,748.25,6.4499999284744,65.075001716614,0.6316281144389537,0.8,927.0,1.8304312258349797,571.25,56.0,1436.3125,71.0,1222.75,486.5,6.75,62.949999809265,0.6234275392144519,2.2041666666666666,1.429040166370928,1198.0625,244.47427234160355,8.332798620730477,6.9424680208504626,870.34375,260.7326197102662,150.75,95.11606182654593,1182.9296875,228.17673424142703,105.5,34.847493827920495,1522.71875,317.4590893918459,893.875,355.86069117245745,8.629166667660067,1.5012796221643117,65.32604157924659,6.485650994266041,0.7351100549540353,0.09215775392070626,2.191666666666667,1200.2916666666667,8.286310168665707,867.7083333333334,150.29166666666666,1184.984375,104.58333333333333,1521.8125,893.1041666666666,8.785416672627134,65.09791648387913,0.7396978903047592,0.6,0.8,847.25,831.0,1.0224145989759525,1.0682926116418547,501.25,505.75,30.0,21.0,1436.3125,1436.3125,44.0,32.0,1154.75,1133.75,394.0,384.0,6.2749999761581,6.1000000238419,64.97500038147,65.900001525879,0.6232823211022999,0.6247536319724682
